STATE,ZIPCODE,AGI_STUB,N1
MN,56168,3,70
MN,56168,4,40
MN,56168,5,40
MN,56168,6,0
MN,56169,1,80
MN,56169,2,100
MN,56169,3,70
MN,56169,4,50
MN,56169,5,50
MN,56169,6,0
MN,56170,1,80
MN,56170,2,70
MN,56170,3,40
MN,56170,4,30
MN,56170,5,30
MN,56170,6,0
MN,56171,1,260
MN,56171,2,220
MN,56171,3,120
MN,56171,4,100
MN,56171,5,110
MN,56171,6,0
MN,56172,1,470
MN,56172,2,350
MN,56172,3,250
MN,56172,4,150
MN,56172,5,210
MN,56172,6,40
MN,56173,1,60
MN,56173,2,30
MN,56173,3,40
MN,56173,4,40
MN,56173,5,0
MN,56173,6,0
MN,56174,1,70
MN,56174,2,50
MN,56174,3,30
MN,56174,4,30
MN,56174,5,0
MN,56174,6,0
MN,56175,1,500
MN,56175,2,340
MN,56175,3,220
MN,56175,4,150
MN,56175,5,130
MN,56175,6,30
MN,56176,1,200
MN,56176,2,140
MN,56176,3,70
MN,56176,4,50
MN,56176,5,80
MN,56176,6,0
MN,56178,1,270
MN,56178,2,180
MN,56178,3,110
MN,56178,4,110
MN,56178,5,120
MN,56178,6,30
MN,56180,1,220
MN,56180,2,160
MN,56180,3,90
MN,56180,4,40
MN,56180,5,70
MN,56180,6,0
MN,56181,1,200
MN,56181,2,170
MN,56181,3,90
MN,56181,4,50
MN,56181,5,60
MN,56181,6,0
MN,56183,1,200
MN,56183,2,150
MN,56183,3,80
MN,56183,4,60
MN,56183,5,80
MN,56183,6,0
MN,56185,1,70
MN,56185,2,100
MN,56185,3,50
MN,56185,4,30
MN,56185,5,30
MN,56185,6,0
MN,56186,1,50
MN,56186,2,40
MN,56186,3,30
MN,56186,4,30
MN,56186,5,0
MN,56186,6,0
MN,56187,1,2260
MN,56187,2,2190
MN,56187,3,980
MN,56187,4,560
MN,56187,5,540
MN,56187,6,110
MN,56201,1,4420
MN,56201,2,3270
MN,56201,3,1500
MN,56201,4,980
MN,56201,5,1140
MN,56201,6,260
MN,56207,1,40
MN,56207,2,20
MN,56207,3,30
MN,56207,4,40
MN,56207,5,0
MN,56207,6,0
MN,56208,1,320
MN,56208,2,280
MN,56208,3,140
MN,56208,4,90
MN,56208,5,90
MN,56208,6,0
MN,56209,1,350
MN,56209,2,310
MN,56209,3,210
MN,56209,4,140
MN,56209,5,140
MN,56209,6,20
MN,56211,1,80
MN,56211,2,50
MN,56211,3,60
MN,56211,4,0
MN,56211,5,30
MN,56211,6,0
MN,56212,1,70
MN,56212,2,60
MN,56212,3,40
MN,56212,4,20
MN,56212,5,40
MN,56212,6,0
MN,56214,1,140
MN,56214,2,100
MN,56214,3,50
MN,56214,4,50
MN,56214,5,40
MN,56214,6,0
MN,56215,1,740
MN,56215,2,520
MN,56215,3,370
MN,56215,4,220
MN,56215,5,250
MN,56215,6,50
MN,56216,1,80
MN,56216,2,80
MN,56216,3,50
MN,56216,4,40
MN,56216,5,40
MN,56216,6,0
MN,56218,1,90
MN,56218,2,60
MN,56218,3,30
MN,56218,4,30
MN,56218,5,40
MN,56218,6,0
MN,56219,1,130
MN,56219,2,100
MN,56219,3,50
MN,56219,4,0
MN,56219,5,30
MN,56219,6,0
MN,56220,1,440
MN,56220,2,340
MN,56220,3,220
MN,56220,4,170
MN,56220,5,140
MN,56220,6,20
MN,56221,1,110
MN,56221,2,110
MN,56221,3,50
MN,56221,4,60
MN,56221,5,60
MN,56221,6,0
MN,56222,1,300
MN,56222,2,270
MN,56222,3,160
MN,56222,4,120
MN,56222,5,120
MN,56222,6,20
MN,56223,1,230
MN,56223,2,190
MN,56223,3,100
MN,56223,4,70
MN,56223,5,80
MN,56223,6,0
MN,56224,1,50
MN,56224,2,40
MN,56224,3,20
MN,56224,4,20
MN,56224,5,30
MN,56224,6,0
MN,56225,1,120
MN,56225,2,90
MN,56225,3,50
MN,56225,4,50
MN,56225,5,40
MN,56225,6,0
MN,56226,1,20
MN,56226,2,30
MN,56226,3,30
MN,56226,4,30
MN,56226,5,0
MN,56226,6,0
MN,56227,1,30
MN,56227,2,40
MN,56227,3,0
MN,56227,4,30
MN,56227,5,0
MN,56227,6,0
MN,56228,1,140
MN,56228,2,130
MN,56228,3,90
MN,56228,4,40
MN,56228,5,40
MN,56228,6,0
MN,56229,1,240
MN,56229,2,190
MN,56229,3,130
MN,56229,4,120
MN,56229,5,150
MN,56229,6,20
MN,56230,1,110
MN,56230,2,90
MN,56230,3,70
MN,56230,4,50
MN,56230,5,40
MN,56230,6,0
MN,56231,1,40
MN,56231,2,50
MN,56231,3,30
MN,56231,4,20
MN,56231,5,40
MN,56231,6,0
MN,56232,1,360
MN,56232,2,230
MN,56232,3,180
MN,56232,4,120
MN,56232,5,140
MN,56232,6,30
MN,56235,1,70
MN,56235,2,80
MN,56235,3,50
MN,56235,4,40
MN,56235,5,50
MN,56235,6,0
MN,56236,1,40
MN,56236,2,30
MN,56236,3,30
MN,56236,4,30
MN,56236,5,40
MN,56236,6,0
MN,56237,1,100
MN,56237,2,80
MN,56237,3,40
MN,56237,4,20
MN,56237,5,30
MN,56237,6,0
MN,56239,1,90
MN,56239,2,70
MN,56239,3,40
MN,56239,4,50
MN,56239,5,50
MN,56239,6,0
MN,56240,1,200
MN,56240,2,110
MN,56240,3,80
MN,56240,4,40
MN,56240,5,70
MN,56240,6,0
MN,56241,1,730
MN,56241,2,500
MN,56241,3,330
MN,56241,4,200
MN,56241,5,240
MN,56241,6,40
MN,56243,1,230
MN,56243,2,210
MN,56243,3,110
MN,56243,4,90
MN,56243,5,90
MN,56243,6,0
MN,56244,1,230
MN,56244,2,230
MN,56244,3,120
MN,56244,4,80
MN,56244,5,120
MN,56244,6,30
MN,56245,1,70
MN,56245,2,60
MN,56245,3,50
MN,56245,4,30
MN,56245,5,30
MN,56245,6,0
MN,56248,1,100
MN,56248,2,90
MN,56248,3,70
MN,56248,4,50
MN,56248,5,50
MN,56248,6,0
MN,56249,1,50
MN,56249,2,30
MN,56249,3,30
MN,56249,4,40
MN,56249,5,0
MN,56249,6,0
MN,56251,1,150
MN,56251,2,130
MN,56251,3,80
MN,56251,4,60
MN,56251,5,70
MN,56251,6,0
MN,56252,1,170
MN,56252,2,160
MN,56252,3,120
MN,56252,4,50
MN,56252,5,70
MN,56252,6,0
MN,56253,1,150
MN,56253,2,140
MN,56253,3,90
MN,56253,4,60
MN,56253,5,50
MN,56253,6,0
MN,56255,1,70
MN,56255,2,30
MN,56255,3,40
MN,56255,4,50
MN,56255,5,0
MN,56255,6,0
MN,56256,1,360
MN,56256,2,310
MN,56256,3,220
MN,56256,4,130
MN,56256,5,130
MN,56256,6,30
MN,56257,1,80
MN,56257,2,50
MN,56257,3,50
MN,56257,4,0
MN,56257,5,30
MN,56257,6,0
MN,56258,1,2510
MN,56258,2,1800
MN,56258,3,920
MN,56258,4,680
MN,56258,5,930
MN,56258,6,240
MN,56260,1,110
MN,56260,2,130
MN,56260,3,70
MN,56260,4,50
MN,56260,5,50
MN,56260,6,0
MN,56262,1,100
MN,56262,2,120
MN,56262,3,60
MN,56262,4,30
MN,56262,5,40
MN,56262,6,0
MN,56263,1,80
MN,56263,2,70
MN,56263,3,50
MN,56263,4,30
MN,56263,5,30
MN,56263,6,0
MN,56264,1,330
MN,56264,2,200
MN,56264,3,160
MN,56264,4,130
MN,56264,5,150
MN,56264,6,0
MN,56265,1,1230
MN,56265,2,1010
MN,56265,3,560
MN,56265,4,410
MN,56265,5,390
MN,56265,6,90
MN,56266,1,260
MN,56266,2,220
MN,56266,3,100
MN,56266,4,70
MN,56266,5,90
MN,56266,6,0
MN,56267,1,1020
MN,56267,2,760
MN,56267,3,440
MN,56267,4,310
MN,56267,5,360
MN,56267,6,110
MN,56270,1,350
MN,56270,2,230
MN,56270,3,90
MN,56270,4,40
MN,56270,5,40
MN,56270,6,0
MN,56271,1,140
MN,56271,2,160
MN,56271,3,120
MN,56271,4,60
MN,56271,5,70
MN,56271,6,0
MN,56273,1,800
MN,56273,2,530
MN,56273,3,380
MN,56273,4,310
MN,56273,5,380
MN,56273,6,70
MN,56276,1,40
MN,56276,2,30
MN,56276,3,20
MN,56276,4,30
MN,56276,5,0
MN,56276,6,0
MN,56277,1,530
MN,56277,2,340
MN,56277,3,240
MN,56277,4,170
MN,56277,5,180
MN,56277,6,40
MN,56278,1,440
MN,56278,2,310
MN,56278,3,210
MN,56278,4,120
MN,56278,5,120
MN,56278,6,30
MN,56279,1,180
MN,56279,2,160
MN,56279,3,90
MN,56279,4,90
MN,56279,5,80
MN,56279,6,0
MN,56280,1,70
MN,56280,2,60
MN,56280,3,40
MN,56280,4,30
MN,56280,5,20
MN,56280,6,0
MN,56281,1,70
MN,56281,2,50
MN,56281,3,40
MN,56281,4,50
MN,56281,5,70
MN,56281,6,0
MN,56282,1,210
MN,56282,2,160
MN,56282,3,130
MN,56282,4,80
MN,56282,5,80
MN,56282,6,0
MN,56283,1,1120
MN,56283,2,860
MN,56283,3,490
MN,56283,4,330
MN,56283,5,370
MN,56283,6,80
MN,56284,1,300
MN,56284,2,240
MN,56284,3,150
MN,56284,4,120
MN,56284,5,120
MN,56284,6,0
MN,56285,1,130
MN,56285,2,130
MN,56285,3,100
MN,56285,4,70
MN,56285,5,70
MN,56285,6,0
MN,56288,1,610
MN,56288,2,460
MN,56288,3,380
MN,56288,4,290
MN,56288,5,490
MN,56288,6,180
MN,56289,1,120
MN,56289,2,80
MN,56289,3,50
MN,56289,4,50
MN,56289,5,50
MN,56289,6,0
MN,56291,1,90
MN,56291,2,70
MN,56291,3,30
MN,56291,4,50
MN,56291,5,0
MN,56291,6,0
MN,56292,1,80
MN,56292,2,80
MN,56292,3,50
MN,56292,4,30
MN,56292,5,30
MN,56292,6,0
MN,56293,1,170
MN,56293,2,150
MN,56293,3,90
MN,56293,4,80
MN,56293,5,80
MN,56293,6,0
MN,56295,1,40
MN,56295,2,30
MN,56295,3,20
MN,56295,4,30
MN,56295,5,0
MN,56295,6,0
MN,56296,1,320
MN,56296,2,230
MN,56296,3,160
MN,56296,4,100
MN,56296,5,110
MN,56296,6,30
MN,56297,1,120
MN,56297,2,110
MN,56297,3,80
MN,56297,4,50
MN,56297,5,40
MN,56297,6,0
MN,56301,1,5860
MN,56301,2,3650
MN,56301,3,1790
MN,56301,4,1220
MN,56301,5,1660
MN,56301,6,570
MN,56303,1,5130
MN,56303,2,4030
MN,56303,3,1900
MN,56303,4,1140
MN,56303,5,1150
MN,56303,6,220
MN,56304,1,3240
MN,56304,2,1990
MN,56304,3,900
MN,56304,4,540
MN,56304,5,660
MN,56304,6,150
MN,56307,1,730
MN,56307,2,550
MN,56307,3,380
MN,56307,4,310
MN,56307,5,360
MN,56307,6,60
MN,56308,1,4140
MN,56308,2,3090
MN,56308,3,1900
MN,56308,4,1440
MN,56308,5,1820
MN,56308,6,550
MN,56309,1,190
MN,56309,2,140
MN,56309,3,110
MN,56309,4,90
MN,56309,5,110
MN,56309,6,0
MN,56310,1,730
MN,56310,2,570
MN,56310,3,390
MN,56310,4,330
MN,56310,5,450
MN,56310,6,110
MN,56311,1,100
MN,56311,2,80
MN,56311,3,50
MN,56311,4,30
MN,56311,5,40
MN,56311,6,0
MN,56312,1,340
MN,56312,2,280
MN,56312,3,190
MN,56312,4,110
MN,56312,5,110
MN,56312,6,30
MN,56314,1,180
MN,56314,2,140
MN,56314,3,100
MN,56314,4,70
MN,56314,5,60
MN,56314,6,0
MN,56315,1,220
MN,56315,2,190
MN,56315,3,120
MN,56315,4,110
MN,56315,5,110
MN,56315,6,20
MN,56316,1,270
MN,56316,2,200
MN,56316,3,110
MN,56316,4,60
MN,56316,5,70
MN,56316,6,0
MN,56318,1,150
MN,56318,2,140
MN,56318,3,90
MN,56318,4,80
MN,56318,5,70
MN,56318,6,0
MN,56319,1,190
MN,56319,2,190
MN,56319,3,100
MN,56319,4,70
MN,56319,5,80
MN,56319,6,30
MN,56320,1,1150
MN,56320,2,850
MN,56320,3,610
MN,56320,4,480
MN,56320,5,680
MN,56320,6,170
MN,56323,1,80
MN,56323,2,60
MN,56323,3,50
MN,56323,4,30
MN,56323,5,30
MN,56323,6,0
MN,56324,1,180
MN,56324,2,110
MN,56324,3,100
MN,56324,4,50
MN,56324,5,80
MN,56324,6,20
MN,56326,1,230
MN,56326,2,200
MN,56326,3,120
MN,56326,4,110
MN,56326,5,80
MN,56326,6,0
MN,56327,1,110
MN,56327,2,80
MN,56327,3,70
MN,56327,4,40
MN,56327,5,90
MN,56327,6,0
MN,56329,1,950
MN,56329,2,810
MN,56329,3,560
MN,56329,4,400
MN,56329,5,490
MN,56329,6,60
MN,56330,1,240
MN,56330,2,210
MN,56330,3,150
MN,56330,4,90
MN,56330,5,110
MN,56330,6,0
MN,56331,1,290
MN,56331,2,260
MN,56331,3,170
MN,56331,4,120
MN,56331,5,120
MN,56331,6,20
MN,56332,1,210
MN,56332,2,160
MN,56332,3,110
MN,56332,4,100
MN,56332,5,120
MN,56332,6,20
MN,56334,1,940
MN,56334,2,660
MN,56334,3,480
MN,56334,4,320
MN,56334,5,390
MN,56334,6,100
MN,56336,1,220
MN,56336,2,170
MN,56336,3,120
MN,56336,4,90
MN,56336,5,90
MN,56336,6,30
MN,56338,1,230
MN,56338,2,180
MN,56338,3,160
MN,56338,4,80
MN,56338,5,100
MN,56338,6,0
MN,56339,1,180
MN,56339,2,150
MN,56339,3,90
MN,56339,4,60
MN,56339,5,50
MN,56339,6,0
MN,56340,1,330
MN,56340,2,240
MN,56340,3,200
MN,56340,4,170
MN,56340,5,160
MN,56340,6,0
MN,56342,1,500
MN,56342,2,340
MN,56342,3,240
MN,56342,4,130
MN,56342,5,150
MN,56342,6,20
MN,56343,1,150
MN,56343,2,110
MN,56343,3,90
MN,56343,4,50
MN,56343,5,60
MN,56343,6,0
MN,56345,1,2520
MN,56345,2,1780
MN,56345,3,1100
MN,56345,4,720
MN,56345,5,670
MN,56345,6,120
MN,56347,1,1060
MN,56347,2,1040
MN,56347,3,590
MN,56347,4,280
MN,56347,5,240
MN,56347,6,20
MN,56349,1,110
MN,56349,2,100
MN,56349,3,80
MN,56349,4,40
MN,56349,5,60
MN,56349,6,0
MN,56350,1,90
MN,56350,2,60
MN,56350,3,40
MN,56350,4,40
MN,56350,5,0
MN,56350,6,0
MN,56352,1,870
MN,56352,2,720
MN,56352,3,440
MN,56352,4,290
MN,56352,5,270
MN,56352,6,40
MN,56353,1,1400
MN,56353,2,1080
MN,56353,3,720
MN,56353,4,500
MN,56353,5,440
MN,56353,6,50
MN,56354,1,220
MN,56354,2,160
MN,56354,3,120
MN,56354,4,80
MN,56354,5,110
MN,56354,6,20
MN,56355,1,100
MN,56355,2,70
MN,56355,3,50
MN,56355,4,40
MN,56355,5,40
MN,56355,6,0
MN,56357,1,150
MN,56357,2,120
MN,56357,3,80
MN,56357,4,60
MN,56357,5,80
MN,56357,6,0
MN,56358,1,500
MN,56358,2,390
MN,56358,3,250
MN,56358,4,180
MN,56358,5,160
MN,56358,6,0
MN,56359,1,580
MN,56359,2,410
MN,56359,3,220
MN,56359,4,120
MN,56359,5,110
MN,56359,6,30
MN,56360,1,670
MN,56360,2,490
MN,56360,3,330
MN,56360,4,220
MN,56360,5,160
MN,56360,6,40
MN,56361,1,390
MN,56361,2,300
MN,56361,3,200
MN,56361,4,130
MN,56361,5,100
MN,56361,6,0
MN,56362,1,860
MN,56362,2,740
MN,56362,3,480
MN,56362,4,330
MN,56362,5,350
MN,56362,6,60
MN,56364,1,790
MN,56364,2,570
MN,56364,3,430
MN,56364,4,280
MN,56364,5,260
MN,56364,6,30
MN,56367,1,940
MN,56367,2,780
MN,56367,3,580
MN,56367,4,440
MN,56367,5,550
MN,56367,6,110
MN,56368,1,610
MN,56368,2,500
MN,56368,3,350
MN,56368,4,290
MN,56368,5,320
MN,56368,6,70
MN,56373,1,430
MN,56373,2,380
MN,56373,3,280
MN,56373,4,160
MN,56373,5,220
MN,56373,6,30
MN,56374,1,1170
MN,56374,2,900
MN,56374,3,700
MN,56374,4,510
MN,56374,5,620
MN,56374,6,120
MN,56375,1,120
MN,56375,2,110
MN,56375,3,70
MN,56375,4,60
MN,56375,5,70
MN,56375,6,0
MN,56377,1,2690
MN,56377,2,2050
MN,56377,3,1280
MN,56377,4,1100
MN,56377,5,1730
MN,56377,6,570
MN,56378,1,1240
MN,56378,2,950
MN,56378,3,630
MN,56378,4,430
MN,56378,5,430
MN,56378,6,90
MN,56379,1,2660
MN,56379,2,2160
MN,56379,3,1280
MN,56379,4,970
MN,56379,5,1190
MN,56379,6,200
MN,56381,1,390
MN,56381,2,330
MN,56381,3,210
MN,56381,4,150
MN,56381,5,140
MN,56381,6,30
MN,56382,1,240
MN,56382,2,170
MN,56382,3,120
MN,56382,4,70
MN,56382,5,80
MN,56382,6,0
MN,56384,1,60
MN,56384,2,60
MN,56384,3,40
MN,56384,4,30
MN,56384,5,0
MN,56384,6,0
MN,56385,1,140
MN,56385,2,120
MN,56385,3,100
MN,56385,4,60
MN,56385,5,50
MN,56385,6,0
MN,56386,1,110
MN,56386,2,70
MN,56386,3,40
MN,56386,4,30
MN,56386,5,60
MN,56386,6,0
MN,56387,1,1720
MN,56387,2,1380
MN,56387,3,430
MN,56387,4,240
MN,56387,5,180
MN,56387,6,40
MN,56401,1,5250
MN,56401,2,3880
MN,56401,3,2030
MN,56401,4,1280
MN,56401,5,1420
MN,56401,6,330
MN,56425,1,1330
MN,56425,2,920
MN,56425,3,640
MN,56425,4,490
MN,56425,5,610
MN,56425,6,120
MN,56431,1,1520
MN,56431,2,1020
MN,56431,3,650
MN,56431,4,430
MN,56431,5,470
MN,56431,6,100
MN,56433,1,270
MN,56433,2,220
MN,56433,3,130
MN,56433,4,70
MN,56433,5,60
MN,56433,6,0
MN,56435,1,450
MN,56435,2,320
MN,56435,3,170
MN,56435,4,130
MN,56435,5,110
MN,56435,6,0
MN,56437,1,210
MN,56437,2,150
MN,56437,3,50
MN,56437,4,60
MN,56437,5,20
MN,56437,6,0
MN,56438,1,470
MN,56438,2,360
MN,56438,3,220
MN,56438,4,130
MN,56438,5,130
MN,56438,6,0
MN,56440,1,210
MN,56440,2,160
MN,56440,3,80
MN,56440,4,50
MN,56440,5,30
MN,56440,6,0
MN,56441,1,630
MN,56441,2,430
MN,56441,3,250
MN,56441,4,130
MN,56441,5,150
MN,56441,6,0
MN,56442,1,440
MN,56442,2,310
MN,56442,3,200
MN,56442,4,140
MN,56442,5,260
MN,56442,6,110
MN,56443,1,230
MN,56443,2,150
MN,56443,3,110
MN,56443,4,90
MN,56443,5,90
MN,56443,6,20
MN,56444,1,470
MN,56444,2,340
MN,56444,3,230
MN,56444,4,180
MN,56444,5,210
MN,56444,6,60
MN,56446,1,270
MN,56446,2,210
MN,56446,3,110
MN,56446,4,60
MN,56446,5,40
MN,56446,6,0
MN,56447,1,190
MN,56447,2,110
MN,56447,3,90
MN,56447,4,50
MN,56447,5,70
MN,56447,6,0
MN,56448,1,70
MN,56448,2,60
MN,56448,3,50
MN,56448,4,20
MN,56448,5,40
MN,56448,6,0
MN,56449,1,230
MN,56449,2,180
MN,56449,3,160
MN,56449,4,100
MN,56449,5,130
MN,56449,6,0
MN,56450,1,230
MN,56450,2,150
MN,56450,3,90
MN,56450,4,40
MN,56450,5,50
MN,56450,6,0
MN,56452,1,350
MN,56452,2,280
MN,56452,3,130
MN,56452,4,100
MN,56452,5,130
MN,56452,6,30
MN,56453,1,150
MN,56453,2,90
MN,56453,3,60
MN,56453,4,30
MN,56453,5,20
MN,56453,6,0
MN,56455,1,280
MN,56455,2,200
MN,56455,3,120
MN,56455,4,80
MN,56455,5,90
MN,56455,6,0
MN,56458,1,60
MN,56458,2,40
MN,56458,3,30
MN,56458,4,40
MN,56458,5,0
MN,56458,6,0
MN,56461,1,510
MN,56461,2,380
MN,56461,3,250
MN,56461,4,160
MN,56461,5,170
MN,56461,6,20
MN,56464,1,720
MN,56464,2,560
MN,56464,3,320
MN,56464,4,200
MN,56464,5,140
MN,56464,6,20
MN,56465,1,320
MN,56465,2,310
MN,56465,3,160
MN,56465,4,120
MN,56465,5,170
MN,56465,6,30
MN,56466,1,560
MN,56466,2,400
MN,56466,3,240
MN,56466,4,130
MN,56466,5,110
MN,56466,6,20
MN,56467,1,360
MN,56467,2,310
MN,56467,3,170
MN,56467,4,130
MN,56467,5,170
MN,56467,6,40
MN,56468,1,690
MN,56468,2,450
MN,56468,3,340
MN,56468,4,270
MN,56468,5,450
MN,56468,6,180
MN,56469,1,160
MN,56469,2,140
MN,56469,3,90
MN,56469,4,50
MN,56469,5,50
MN,56469,6,0
MN,56470,1,1770
MN,56470,2,1240
MN,56470,3,740
MN,56470,4,500
MN,56470,5,510
MN,56470,6,130
MN,56472,1,1350
MN,56472,2,960
MN,56472,3,570
MN,56472,4,420
MN,56472,5,510
MN,56472,6,130
MN,56473,1,570
MN,56473,2,440
MN,56473,3,270
MN,56473,4,200
MN,56473,5,210
MN,56473,6,40
MN,56474,1,820
MN,56474,2,540
MN,56474,3,320
MN,56474,4,150
MN,56474,5,150
MN,56474,6,50
MN,56475,1,260
MN,56475,2,220
MN,56475,3,130
MN,56475,4,80
MN,56475,5,60
MN,56475,6,0
MN,56477,1,420
MN,56477,2,310
MN,56477,3,180
MN,56477,4,120
MN,56477,5,80
MN,56477,6,0
MN,56479,1,870
MN,56479,2,640
MN,56479,3,370
MN,56479,4,220
MN,56479,5,200
MN,56479,6,40
MN,56481,1,330
MN,56481,2,280
MN,56481,3,150
MN,56481,4,90
MN,56481,5,70
MN,56481,6,0
MN,56482,1,1140
MN,56482,2,880
MN,56482,3,420
MN,56482,4,260
MN,56482,5,220
MN,56482,6,50
MN,56484,1,730
MN,56484,2,460
MN,56484,3,240
MN,56484,4,200
MN,56484,5,220
MN,56484,6,70
MN,56501,1,2660
MN,56501,2,2080
MN,56501,3,1230
MN,56501,4,840
MN,56501,5,1030
MN,56501,6,250
MN,56510,1,370
MN,56510,2,300
MN,56510,3,170
MN,56510,4,110
MN,56510,5,120
MN,56510,6,30
MN,56511,1,290
MN,56511,2,230
MN,56511,3,150
MN,56511,4,120
MN,56511,5,140
MN,56511,6,40
MN,56514,1,530
MN,56514,2,420
MN,56514,3,290
MN,56514,4,280
MN,56514,5,280
MN,56514,6,30
MN,56515,1,480
MN,56515,2,330
MN,56515,3,250
MN,56515,4,170
MN,56515,5,250
MN,56515,6,50
MN,56516,1,40
MN,56516,2,30
MN,56516,3,20
MN,56516,4,20
MN,56516,5,0
MN,56516,6,0
MN,56517,1,40
MN,56517,2,30
MN,56517,3,20
MN,56517,4,30
MN,56517,5,0
MN,56517,6,0
MN,56518,1,50
MN,56518,2,60
MN,56518,3,30
MN,56518,4,30
MN,56518,5,0
MN,56518,6,0
MN,56519,1,40
MN,56519,2,30
MN,56519,3,20
MN,56519,4,30
MN,56519,5,0
MN,56519,6,0
MN,56520,1,640
MN,56520,2,490
MN,56520,3,290
MN,56520,4,220
MN,56520,5,230
MN,56520,6,40
MN,56521,1,140
MN,56521,2,110
MN,56521,3,60
MN,56521,4,30
MN,56521,5,30
MN,56521,6,0
MN,56522,1,90
MN,56522,2,70
MN,56522,3,50
MN,56522,4,30
MN,56522,5,40
MN,56522,6,0
MN,56523,1,70
MN,56523,2,60
MN,56523,3,60
MN,56523,4,0
MN,56523,5,40
MN,56523,6,0
MN,56524,1,130
MN,56524,2,80
MN,56524,3,60
MN,56524,4,40
MN,56524,5,60
MN,56524,6,0
MN,56527,1,150
MN,56527,2,110
MN,56527,3,60
MN,56527,4,30
MN,56527,5,30
MN,56527,6,0
MN,56528,1,240
MN,56528,2,220
MN,56528,3,110
MN,56528,4,90
MN,56528,5,100
MN,56528,6,20
MN,56529,1,700
MN,56529,2,600
MN,56529,3,300
MN,56529,4,260
MN,56529,5,310
MN,56529,6,40
MN,56531,1,310
MN,56531,2,220
MN,56531,3,150
MN,56531,4,100
MN,56531,5,130
MN,56531,6,30
MN,56533,1,50
MN,56533,2,40
MN,56533,3,30
MN,56533,4,20
MN,56533,5,20
MN,56533,6,0
MN,56534,1,200
MN,56534,2,160
MN,56534,3,90
MN,56534,4,70
MN,56534,5,80
MN,56534,6,0
MN,56535,1,180
MN,56535,2,150
MN,56535,3,100
MN,56535,4,60
MN,56535,5,80
MN,56535,6,20
MN,56536,1,60
MN,56536,2,50
MN,56536,3,40
MN,56536,4,20
MN,56536,5,50
MN,56536,6,0
MN,56537,1,3340
MN,56537,2,2170
MN,56537,3,1340
MN,56537,4,970
MN,56537,5,1140
MN,56537,6,230
MN,56540,1,300
MN,56540,2,210
MN,56540,3,150
MN,56540,4,100
MN,56540,5,120
MN,56540,6,30
MN,56542,1,430
MN,56542,2,340
MN,56542,3,170
MN,56542,4,140
MN,56542,5,130
MN,56542,6,30
MN,56543,1,40
MN,56543,2,40
MN,56543,3,40
MN,56543,4,0
MN,56543,5,20
MN,56543,6,0
MN,56544,1,860
MN,56544,2,610
MN,56544,3,390
MN,56544,4,250
MN,56544,5,300
MN,56544,6,40
MN,56545,1,100
MN,56545,2,90
MN,56545,3,50
MN,56545,4,50
MN,56545,5,30
MN,56545,6,0
MN,56546,1,30
MN,56546,2,40
MN,56546,3,30
MN,56546,4,0
MN,56546,5,30
MN,56546,6,0
MN,56547,1,360
MN,56547,2,240
MN,56547,3,190
MN,56547,4,180
MN,56547,5,230
MN,56547,6,40
MN,56548,1,110
MN,56548,2,100
MN,56548,3,50
MN,56548,4,30
MN,56548,5,50
MN,56548,6,0
MN,56549,1,750
MN,56549,2,430
MN,56549,3,340
MN,56549,4,320
MN,56549,5,420
MN,56549,6,80
MN,56550,1,70
MN,56550,2,50
MN,56550,3,50
MN,56550,4,0
MN,56550,5,20
MN,56550,6,0
MN,56551,1,430
MN,56551,2,280
MN,56551,3,150
MN,56551,4,110
MN,56551,5,90
MN,56551,6,0
MN,56552,1,70
MN,56552,2,60
MN,56552,3,30
MN,56552,4,30
MN,56552,5,30
MN,56552,6,0
MN,56553,1,40
MN,56553,2,30
MN,56553,3,40
MN,56553,4,0
MN,56553,5,20
MN,56553,6,0
MN,56554,1,380
MN,56554,2,310
MN,56554,3,230
MN,56554,4,160
MN,56554,5,220
MN,56554,6,40
MN,56556,1,170
MN,56556,2,140
MN,56556,3,80
MN,56556,4,60
MN,56556,5,50
MN,56556,6,0
MN,56557,1,480
MN,56557,2,360
MN,56557,3,170
MN,56557,4,90
MN,56557,5,110
MN,56557,6,0
MN,56560,1,6540
MN,56560,2,4900
MN,56560,3,2830
MN,56560,4,2080
MN,56560,5,2550
MN,56560,6,400
MN,56566,1,90
MN,56566,2,60
MN,56566,3,30
MN,56566,4,20
MN,56566,5,0
MN,56566,6,0
MN,56567,1,510
MN,56567,2,490
MN,56567,3,250
MN,56567,4,160
MN,56567,5,140
MN,56567,6,0
MN,56569,1,210
MN,56569,2,150
MN,56569,3,70
MN,56569,4,60
MN,56569,5,60
MN,56569,6,0
MN,56570,1,200
MN,56570,2,160
MN,56570,3,90
MN,56570,4,50
MN,56570,5,70
MN,56570,6,0
MN,56571,1,310
MN,56571,2,220
MN,56571,3,140
MN,56571,4,120
MN,56571,5,130
MN,56571,6,40
MN,56572,1,870
MN,56572,2,760
MN,56572,3,420
MN,56572,4,290
MN,56572,5,330
MN,56572,6,70
MN,56573,1,1060
MN,56573,2,900
MN,56573,3,490
MN,56573,4,320
MN,56573,5,390
MN,56573,6,110
MN,56574,1,50
MN,56574,2,30
MN,56574,3,20
MN,56574,4,40
MN,56574,5,0
MN,56574,6,0
MN,56575,1,100
MN,56575,2,50
MN,56575,3,40
MN,56575,4,20
MN,56575,5,30
MN,56575,6,0
